         time                    omegax                   omegay                   omegaz                     bix                      biy                      biz                      bjx                      bjy                      bjz                      bkx                      bky                      bkz
 1.000000000000000e-01   -4.276467045479193e-01    8.155979368555374e-01    3.141592653589793e+02    8.655765209212435e-02   -2.546792475244392e-04   -9.962468107866856e-01   -1.462158886067850e-02    9.998919344085325e-01   -1.525989454259304e-03    9.961395394238269e-01    1.469879733540371e-02    8.654457437293844e-02
 1.100000000000000e-01    5.091070493463310e-01   -8.664845402797761e-01    3.141592653589793e+02   -7.817057622915075e-02    3.977055730646937e-04    9.969399193743455e-01    1.928466796191343e-02   -9.998122072502467e-01    1.910972222889616e-03    9.967534612900174e-01    1.937503712298336e-02    7.814822674168502e-02
 1.200000000000000e-01   -5.951363476042568e-01    9.093415485675759e-01    3.141592653589793e+02    6.931096022347658e-02   -5.939237877527256e-04   -9.975949268351683e-01   -2.478604370866074e-02    9.996900931565224e-01   -2.317257389859939e-03    9.972871416147918e-01    2.488704279491421e-02    6.927475926151436e-02
 1.300000000000000e-01    6.849401338065080e-01   -9.437611730710533e-01    3.141592653589793e+02   -6.006135785901098e-02    8.538047864013044e-04    9.981943219180002e-01    3.116771307055210e-02   -9.995104397490789e-01    2.730291994303094e-03    9.977079767918636e-01    3.127541925880135e-02    6.000534306287172e-02
 1.400000000000000e-01   -7.776867346270152e-01    9.694126333019059e-01    3.141592653589793e+02    5.050855658135520e-02   -1.187561483889027e-03   -9.987229222409924e-01   -3.846311772459675e-02    9.992551077729447e-01   -3.133395025552998e-03    9.979827023986947e-01    3.857226059244165e-02    5.042525583286653e-02
 1.500000000000000e-01    8.725147008413717e-01   -9.860456445532221e-01    3.141592653589793e+02   -4.074277937953556e-02    1.604591411733185e-03    9.991683798112384e-01    4.669664883641629e-02   -9.989029556562440e-01    3.508299938157365e-03    9.980778771798881e-01    4.680075285098469e-02    4.062315370203970e-02
 1.600000000000000e-01   -9.685405993758117e-01    9.934932136719464e-01    3.141592653589793e+02    3.085681634098833e-02   -2.112880937996262e-03   -9.995215818676475e-01   -5.588323253206354e-02    9.984299430274095e-01   -3.835777342754170e-03    9.979603805798585e-01    5.597485685744610e-02    3.069029476440256e-02
 1.700000000000000e-01    1.064867103271437e+00   -9.916737002953514e-01    3.141592653589793e+02   -2.094509253997861e-02    2.718394492473335e-03    9.997769318351097e-01    6.602800864229104e-02   -9.978093616868217e-01    4.096315982268695e-03    9.975979175866665e-01    6.609907761304494e-02    2.071971924256018e-02
 1.800000000000000e-01   -1.160591311210298e+00    9.805921059068050e-01    3.141592653589793e+02    1.110268139579234e-02   -3.424474138268017e-03   -9.999324994430536e-01   -7.712611472206216e-02    9.970121977062759e-01   -4.270837449528941e-03    9.969595242003191e-01    7.716832641403351e-02    1.080539239339751e-02
 1.900000000000000e-01    1.254813222437720e+00   -9.603405591230405e-01    3.141592653589793e+02   -1.424275089644231e-03    4.231275836507330e-03    9.999900338228284e-01    8.916258624108436e-02   -9.960076231142062e-01    4.341418306497494e-03    9.960160664644366e-01    8.916788100510042e-02    1.041317349793786e-03
 2.000000000000000e-01   -1.346644287610080e+00    9.310979726964257e-01    3.141592653589793e+02   -7.996874053530551e-03   -5.135268721287474e-03   -9.999548384903345e-01   -1.021123822037089e-01    9.947636102116967e-01   -4.291992425642361e-03    9.947407257200601e-01    1.020734481317335e-01   -8.479373826523905e-03
 2.100000000000000e-01    1.435215951490330e+00   -8.931288557669069e-01    3.141592653589793e+02    1.707002524418167e-02    6.128822592936772e-03    9.998355123576399e-01    1.159405433108897e-01   -9.932476561671776e-01    4.109006555133226e-03    9.931094625744687e-01    1.158513316788982e-01   -1.766534158603489e-02
 2.200000000000000e-01   -1.519688099696605e+00    8.467812738572751e-01    3.141592653589793e+02   -2.570801628532877e-02   -7.199906648538137e-03   -9.996435660987288e-01   -1.306024871705772e-01    9.914276003800128e-01   -3.782003338608610e-03    9.911014520439040e-01    1.304587082134260e-01   -2.642796261226091e-02
 2.300000000000000e-01    1.599257319066268e+00   -7.924839588607848e-01    3.141592653589793e+02    3.382830707690779e-02    8.331919245877763e-03    9.993929281126781e-01    1.460444420682694e-01   -9.892725124095293e-01    3.304108283618595e-03    9.886994824420969e-01    1.458440102038756e-01   -3.468224483044281e-02
 2.400000000000000e-01   -1.673164879794999e+00    7.307425816759784e-01    3.141592653589793e+02   -4.135397993520019e-02   -9.503664331863641e-03   -9.990993587763970e-01   -1.622040175218006e-01    9.867536242525037e-01   -2.672400411076030e-03    9.858903108577965e-01    1.619474155043620e-01   -4.234772211443252e-02
 2.500000000000000e-01    1.740704347492922e+00   -6.621352110169054e-01    3.141592653589793e+02    4.821467700731920e-02    1.068948519793500e-02    9.987797954638877e-01    1.790109063787652e-01   -9.838452776148290e-01    1.888150429954035e-03    9.826649685007075e-01    1.787014398960563e-01   -4.934931671969441e-02
 2.600000000000000e-01   -1.801228734778707e+00    5.873069930569963e-01    3.141592653589793e+02   -5.434745562786838e-02   -1.185956063143676e-02   -9.984516537559510e-01   -1.963877097014159e-01    9.805258547285995e-01   -9.569151218688510e-04    9.790190097975402e-01    1.960316276270231e-01   -5.561815733263937e-02
 2.700000000000000e-01    1.854157105085013e+00   -5.069640977132330e-01    3.141592653589793e+02    5.969754370067319e-02    1.298036252947482e-02    9.981321122297792e-01    2.142508722621558e-01   -9.767786603413210e-01   -1.115179906463048e-04    9.749526998839200e-01    2.138573330286820e-01   -6.109234075616564e-02
 2.800000000000000e-01   -1.898980546005311e+00    4.218669882925575e-01    3.141592653589793e+02   -6.421897907650150e-02   -1.401526786987907e-02   -9.978374090965246e-01   -2.325117132853631e-01    9.725927228291227e-01    1.303335894189562e-03    9.704711360526863e-01    2.320925844702822e-01   -6.571762566224384e-02
 2.900000000000000e-01    1.935267435760696e+00   -3.328230816393464e-01    3.141592653589793e+02    6.787511939017950e-02    1.492531185174925e-02    9.975821786867676e-01    2.510775342568664e-01   -9.679634839867732e-01   -2.601049627574491e-03    9.655842997683615e-01    2.506470201978205e-01   -6.944804753903908e-02
 3.000000000000000e-01   -1.962667934141638e+00    2.406788755806057e-01    3.141592653589793e+02   -7.063901184013267e-02   -1.567006328559987e-02   -9.973788543589664e-01   -2.698527833079448e-01    9.628933498935390e-01    3.983976808599236e-03    9.603070370184119e-01    2.694268840467923e-01   -7.224644493650101e-02
 3.100000000000000e-01    1.980917638473767e+00   -1.463116291108478e-01    3.141592653589793e+02    7.249361583542556e-02    1.620859818393424e-02    9.972371618664908e-01    2.887402539751319e-01   -9.573920792570872e-01   -5.428840538491838e-03    9.546589660173610e-01    2.883360676718230e-01   -7.408488835411081e-02
 3.200000000000000e-01   -1.989840355609525e+00    5.062068815893364e-02    3.141592653589793e+02   -7.343187517246502e-02   -1.650054320781908e-02   -9.971637236592612e-01   -3.076422951246019e-01    9.514769906547574e-01    6.910463401767762e-03    9.486643125779274e-01    3.072771848480958e-01   -7.494500459084834e-02
