         time                     bimag                    bjmag                    bkmag                    bibj                     bkbi                     bjbk                     epum
 1.020000000000000e+00    9.999999999992889e-01    9.999999999987861e-01    1.000000000000552e+00   -2.386875419535528e-13    5.535849556537187e-14    3.320215196528364e-13    1.543404844353964e+03
 1.030000000000000e+00    9.999999999992834e-01    9.999999999987735e-01    1.000000000000558e+00   -2.372511909154440e-13   -5.331846075762314e-14   -3.036293005215240e-13    1.543404844353964e+03
 1.040000000000000e+00    9.999999999992768e-01    9.999999999987610e-01    1.000000000000561e+00   -2.361097428682513e-13    5.277722703311838e-14    2.743883679295900e-13    1.543404844353964e+03
 1.050000000000000e+00    9.999999999992720e-01    9.999999999987496e-01    1.000000000000567e+00   -2.349648253741066e-13   -5.236089339888395e-14   -2.482077043897135e-13    1.543404844353964e+03
 1.060000000000000e+00    9.999999999992671e-01    9.999999999987390e-01    1.000000000000571e+00   -2.340974636361182e-13    5.378336664918493e-14    2.210692566506633e-13    1.543404844353964e+03
 1.070000000000000e+00    9.999999999992610e-01    9.999999999987284e-01    1.000000000000574e+00   -2.341460358934455e-13   -5.594830154720398e-14   -1.943029070972102e-13    1.543404844353965e+03
 1.080000000000000e+00    9.999999999992548e-01    9.999999999987206e-01    1.000000000000577e+00   -2.321615122369280e-13    5.766914723537298e-14    1.699872881344433e-13    1.543404844353965e+03
 1.090000000000000e+00    9.999999999992494e-01    9.999999999987130e-01    1.000000000000580e+00   -2.325500902955469e-13   -6.014286291211590e-14   -1.465639133495233e-13    1.543404844353965e+03
 1.100000000000000e+00    9.999999999992416e-01    9.999999999987053e-01    1.000000000000582e+00   -2.332856130493610e-13    6.404902649914668e-14    1.248267982034701e-13    1.543404844353965e+03
 1.110000000000000e+00    9.999999999992349e-01    9.999999999986960e-01    1.000000000000582e+00   -2.316827285575584e-13   -6.745732444857211e-14   -1.033673472337904e-13    1.543404844353965e+03
 1.120000000000000e+00    9.999999999992278e-01    9.999999999986877e-01    1.000000000000583e+00   -2.312039448781888e-13    7.284103875626613e-14    8.501825545653707e-14    1.543404844353965e+03
 1.130000000000000e+00    9.999999999992216e-01    9.999999999986814e-01    1.000000000000583e+00   -2.316966063453663e-13   -7.758030329263477e-14   -6.823491424667871e-14    1.543404844353965e+03
 1.140000000000000e+00    9.999999999992143e-01    9.999999999986743e-01    1.000000000000584e+00   -2.320851844039851e-13    8.327366574079065e-14    5.337418874928890e-14    1.543404844353966e+03
 1.150000000000000e+00    9.999999999992080e-01    9.999999999986663e-01    1.000000000000583e+00   -2.325084569321234e-13   -8.872069745535782e-14   -4.040301079810682e-14    1.543404844353966e+03
 1.160000000000000e+00    9.999999999992025e-01    9.999999999986607e-01    1.000000000000581e+00   -2.328762183090305e-13    9.527795219455015e-14    2.827772738189793e-14    1.543404844353966e+03
